product_id,name,price,original_price,discount,brand,category,availability,description,,,,,,,,,,
21489,Coca Cola Zero Can - 320Ml,15.5  LE,16.99 LE,8.8%,Coca Cola,Coca Cola,in stock,Coca Cola Zero Can - 320Ml,,,,,,,,,,
21491,Sprite Zero Can 320Ml,15.5  LE,16.99 LE,8.8%,Sprite,Sprite,in stock,{&quot,,,&quot,:&quot,&quot,M048&quot,&quot,,https://metro-website-images.s3.eu-west-1.amazonaws.com/products/LD00799.jpg,https://www.metro-markets.com/product/Sprite-Zero-Can-320Ml/21491
21507,Schweppes Malt Pineapple Soda - 300Ml,15.75  LE,16.99 LE,7.3%,Schweppes,Schweppes,in stock,Schweppes Malt Pineapple Soda - 300Ml,,,,,,,,,,
21543,Schweppes Malt Peach Soda Can-300Ml,15.75  LE,16.99 LE,7.3%,Schweppes,Schweppes,in stock,Schweppes Malt Peach Soda Can-300Ml,,,,,,,,,,
21546,Schweppes Pomegranate Soda Can - 300Ml,15.75  LE,16.99 LE,7.3%,Schweppes,Schweppes,in stock,{&quot,,,&quot,:&quot,&quot,M002&quot,&quot,,https://metro-website-images.s3.eu-west-1.amazonaws.com/products/LD01457.jpg,https://www.metro-markets.com/product/Schweppes-Pomegranate-Soda-Can---300Ml/21546
21562,Schweppes Pomegranate Soda - 950 Ml,27.99  LE,29.99 LE,6.7%,Schweppes,Schweppes,in stock,Schweppes Pomegranate Soda - 950 Ml,,,,,,,,,,
21574,Schweppes Gold Malt Pineapple Soda 950Ml,27.99  LE,29.99 LE,6.7%,Schweppes,Schweppes,in stock,Schweppes Gold Malt Pineapple Soda 950Ml,,,,,,,,,,
21578,Schweppes Lemon Mint Soda - 950 Ml,27.99  LE,29.99 LE,6.7%,Schweppes,Schweppes,in stock,Schweppes Lemon Mint Soda - 950 Ml,,,,,,,,,,
21580,Schweppes Lemon Mint Soda Can - 300Ml,15.75  LE,16.99 LE,7.3%,Schweppes,Schweppes,in stock,Schweppes Lemon Mint Soda Can - 300Ml,,,,,,,,,,
21583,Schweppes Tangerine Soda - 950 Ml,27.99  LE,29.99 LE,6.7%,Schweppes,Schweppes,in stock,Schweppes Tangerine Soda - 950 Ml,,,,,,,,,,
21592,Coca Cola Bottle - 330Ml,18.45  LE,20.99 LE,12.1%,Coca Cola,Coca Cola,in stock,{&quot,,,&quot,:&quot,&quot,M003&quot,&quot,,https://metro-website-images.s3.eu-west-1.amazonaws.com/products/LD01774.jpg,https://www.metro-markets.com/product/Coca-Cola-Bottle---330Ml/21592
21593,Fanta Orange Bottle330Ml,18.45  LE,20.99 LE,12.1%,Fanta,Fanta,in stock,Fanta Orange Bottle330Ml,,,,,,,,,,
21594,Coca Cola Zero Bottle330Ml,18.45  LE,20.99 LE,12.1%,Coca Cola,Coca Cola,in stock,Coca Cola Zero Bottle330Ml,,,,,,,,,,
21595,Sprite Lemon Bottle330Ml,18.45  LE,20.99 LE,12.1%,Sprite,Sprite,in stock,{&quot,,,&quot,:&quot,&quot,M002&quot,&quot,,https://metro-website-images.s3.eu-west-1.amazonaws.com/products/LD01777.jpg,https://www.metro-markets.com/product/Sprite-Lemon-Bottle330Ml/21595
21630,Schweppes Malt Peach - 950 Ml,27.99  LE,29.99 LE,6.7%,Schweppes,Schweppes,in stock,Schweppes Malt Peach - 950 Ml,,,,,,,,,,
22080,Juhayna Classic Pineapple Juice-1L,34.99  LE,44.99 LE,22.2%,Juhayna,Juhayna,in stock,Juhayna Classic Pineapple Juice-1L,,,,,,,,,,
22081,Juhayna Classics Premium Apple Juice -1L,33.99  LE,42.5 LE,20%,Juhayna,Juhayna,in stock,Juhayna Classics Premium Apple Juice -1L,,,,,,,,,,
22082,Juhayna Classics Premium Cocktail -1L,33.99  LE,42.5 LE,20%,Juhayna,Juhayna,in stock,Juhayna Classics Premium Cocktail -1L,,,,,,,,,,
22083,Juhayna Classics Premium Mango Juice -1L,34.99  LE,44.5 LE,21.4%,Juhayna,Juhayna,in stock,Juhayna Classics Premium Mango Juice -1L,,,,,,,,,,
22084,Juhayna Classics Premium Orange Juice-1L,33.99  LE,42.5 LE,20%,Juhayna,Juhayna,in stock,Juhayna Classics Premium Orange Juice-1L,,,,,,,,,,
22085,Juhayna Classics Premium Guava Juice -1L,33.99  LE,42.5 LE,20%,Juhayna,Juhayna,in stock,Juhayna Classics Premium Guava Juice -1L,,,,,,,,,,
25804,جهينه حليب كامل الدسم 1 لتر,44.99 جنية,52.75جنية,14.7%,Juhayna,Juhayna,in stock,Juhayna Full Cream Milk - 1Kg,,,,,,,,,,
11760,كريستال منظف زجاج 700+غيار عرض خاص,66.95 جنية,79.95جنية,16.3%,Crystal,Crystal,in stock,Crystal Glass Cleaner Spray700+Refil S.O,,,,,,,,,,
20039,كامى صابون 165 جم4 قطعه,94.95 جنية,104.95جنية,9.5%,Camay,Camay,in stock,Camay Soap Bar - 165g*4Pc,,,,,,,,,,
20090,لوكس صابون165 جرام 4ق عرض خاص,99.95 جنية,114.95جنية,13%,Lux,Lux,in stock,Lux Soap Bar Creamy Perfection - 165*4Pc,,,,,,,,,,
43172,لايفبوي صابون75-جم3+1 هديه,54.95 جنية,62.95جنية,12.7%,LIFEBUOY,Lifebuoy,in stock,Lifebuoy Soap Bar 75g*4Pc,,,,,,,,,,
30097,فيري اقراص بلاتينيوم بلس غسالات اطباق لي,239.95 جنية,289.95جنية,17.2%,Fairy,FAIRY,in stock,Fairy Adw Plat-Plus Yellow - 20ct,,,,,,,,,,
4367,Trata Greek Smoked Tuna Veg Oil-160g,117  LE,,,Trata,Trata,in stock,"The Trata Smoked Tuna in Vegetable Oil is a perfect way to enhance the flavor, taste and nutritional value of your everyday meals. It is rich with Omega 3 fats that help in maintaining the health of your heart. Make a quick tuna salad, spread, wraps and more when you have it at your counter.",,,,,,,,,,
4368,Trata Smoked Tuna in Lemon Oregano-160g,117  LE,,,Trata,Trata,in stock,"Treat your seafood cravings with the Trata Tuna in Lemon &amp; Oregano. The tuna is smoked in a wood fire using natural wood of the beech tree. It is cooked on a low temperature to make sure there is a perfect balance of flavors. This way, it also retains the natural aroma. The addition of lemon and oregano enhances the taste and gives it a spicy and tangy twist.",,,,,,,,,,
23668,Trata Greek Mexicana Tuna Salad - 160g,98  LE,,,Trata,Trata,in stock,"The Trata Tuna in Mexicana Salad is sourced with care to ensure consistent quality and a rich taste. The exquisite quality yellowfin tuna has a light color and a firm texture. It does not crumble at every morsel. You can enjoy this delicious and light meal with tortilla wraps, lettuce wraps and with tortilla chips too.",,,,,,,,,,
23669,Trata Greek Tuna Salad with Corn - 160g,98  LE,,,Trata,Trata,in stock,"The Trata Tuna in Corn Salad is a perfect dish to relish on this spring season. It is full of protein, healthy fats, colorful flavors and a rich taste. The exquisite quality yellowfin tuna has a firm texture and does not crumble. It is a healthy alternative to chicken and other meats.",,,,,,,,,,
23671,Trata Tuna Salad Greek Smoked Quinoa160g,98  LE,,,Trata,Trata,in stock,"The Trata Smoked Tuna Salad in Quinoa is a healthy food choice that goes uncompromised on taste. The tuna is smoked in a wood fire using natural wood of the beech tree. It is cooked on a low temperature to make sure there is a perfect balance of flavors. This way, it also retains the natural aroma. It is mixed with quinoa and Vegetables, to make it a wholesome meal for all tuna lovers.",,,,,,,,,,
32797,Trata Greek Smoked Tuna With Beans-160g,98  LE,,,Trata,Trata,in stock,Trata Greek Smoked Tuna With Beans-160g,,,,,,,,,,
33662,St.Michel French Mini Cakes Chip-75g,89.99  LE,,,St.Michel,St.Michel,in stock,St.Michel French Mini Cakes Chip-75g,,,,,,,,,,
33663,St.Michel French Mini Sponge Cakes-175g,162.7  LE,,,St.Michel,St.Michel,in stock,St.Michel French Mini Sponge Cakes-175g,,,,,,,,,,
33664,St.Michel French Mini Cakes Chip-175g,165.99  LE,,,St.Michel,St.Michel,in stock,St.Michel French Mini Cakes Chip-175g,,,,,,,,,,
40871,Philadelphia Original Cheese-180g,251.99  LE,,,Philadelphia,Philadelphia,in stock,1,,,,,,,,,,
1635,Juhayna Whipping Cream - 0.5L,146.99  LE,,,Juhayna,Juhayna,in stock,"Add a finishing touch of flavor to every desert with the Juhayna Whipping Cream. It has an authentic taste to complement the flavors of various desserts like soufflés, cakes and fruits. The cream is great to use as a topping or as an ingredient. It is sure to offer you enhanced nutrition thanks to its rich and nourishing composition. ",,,,,,,,,,
1649,Juhayna Whipping Cream - 1L,269.99  LE,,,Juhayna,Juhayna,in stock,"Add a finishing touch of flavor to every desert with the Juhayna Whipping Cream. It has an authentic taste to complement the flavors of various desserts like soufflés, cakes and fruits. The cream is great to use as a topping or as an ingredient. It is sure to offer you enhanced nutrition thanks to its rich and nourishing composition. ",,,,,,,,,,
1668,Labanita Skimmed Milk - 850Ml,54.99  LE,,,Labanita,Labanita,in stock,"Seize the day on a healthy note with the Labanita Skimmed Milk. It contains a host of healthy nutrients that help in strengthening your muscles and bones. Made with a low fat content, it is ideal for those pursuing portion-control and weight-loss diets. It is suitable for preparing low-fat yoghurts.",,,,,,,,,,
1721,Bekhero Full Cream Milk - 500Ml,25.99  LE,,,Bekhairo,Bekhairo,in stock,"Enjoy the thick and creamy texture of the Bekhero Full Cream Milk. An excellent source of calcium and protein, it helps in strengthening your bones and muscles. Its thick texture helps to prepare thick, creamy and delicious curds. The full-cream milk makes for an excellent addition to balanced and healthy diets.",,,,,,,,,,
1792,Juhayna Cooking Cream - 1L,269.99  LE,,,Juhayna,Juhayna,in stock,Add a velvety texture and finish to every gravy or sauce with the Juhayna Cooking Cream. It features a thick texture that helps add volume and body to various foods and desserts. The cream&#039,,,https://www.metro-markets.com/product/Juhayna-Cooking-Cream---1L/1792,,,,,,,
1793,Juhayna Cooking Cream - 500Ml,146.99  LE,,,Juhayna,Juhayna,in stock,Add a velvety texture and finish to every gravy or sauce with the Juhayna Cooking Cream. It features a thick texture that helps add volume and body to various foods and desserts. The cream&#039,,,https://www.metro-markets.com/product/Juhayna-Cooking-Cream---500Ml/1793,,,,,,,
1794,Juhayna Cooking Cream - 200Ml,64.99  LE,,,Juhayna,Juhayna,in stock,Add a velvety texture and finish to every gravy or sauce with the Juhayna Cooking Cream. It features a thick texture that helps add volume and body to various foods and desserts. The cream&#039,,,https://www.metro-markets.com/product/Juhayna-Cooking-Cream---200Ml/1794,,,,,,,
1795,Bekhero Full Cream Milk - 1L,41.5  LE,,,Bekhairo,Bekhairo,in stock,"Enjoy the thick and creamy texture of the Bekhero Full Cream Milk. An excellent source of calcium and protein, it helps in strengthening your bones and muscles. Its thick texture helps to prepare thick, creamy and delicious curds. The full-cream milk makes for an excellent addition to balanced and healthy diets.",,,,,,,,,,
1935,Juhayna Whipping Cream - 200Ml,64.99  LE,,,Juhayna,Juhayna,in stock,"Garnish your confectionaries by topping it with the Juhayna Whipping Cream in different patterns. Its thick, creamy texture adds a luxurious tone to the freshly baked products. The cream is enriched in all the major energy components, including proteins, carbohydrates and fats for keeping the body healthy. Additionally, it contains some of the essential vitamins and calcium that serve as nutritional supplements.",,,,,,,,,,
1936,Labanita Milk Full Cream - 850Ml,54.99  LE,,,Labanita,Labanita,in stock,"Satisfy your sudden hunger pangs with the Labanita Full Cream Milk. The milk is ideal for making a variety of dishes and you can also consume it directly. It is a rich source of calcium, vitamins D, A, B1, phosphorous and riboflavin that balances our nutrition quotient. With the airtight and handy design, the milk is easy and convenient to carry.",,,,,,,,,,
2051,Almarai Whipping Cream -1L,280.99  LE,,,Almarai,Almarai,in stock,"Add richness to a wide variety of cuisines with the Almarai Whipping Cream. You can use it for baked goods like cakes, pastries and pies. This whipping cream can also be used to enhance the flavor of the soup or make homemade butter. It&#039;s versatile for mixing with chocolate and many other ingredients like coffee, sauce and frostings.",,,,,,,,,,
2052,Almarai Cooking Cream - 1L,280.99  LE,,,Almarai,Almarai,in stock,"Provide a creamy touch to your favorite delicacy with the Almarai Cooking Cream. It can be used to give consistency to the gravies and curries. You can use this cooking cream for preparing a variety of dishes like soups, casseroles and sauces. This cooking cream is a rich source of vitamin D3 that helps in having healthy bones.",,,,,,,,,,
22896,Rich Bake Bread Crumbs - 400 g,23.99  LE,,,Rich bake,Rich bake,in stock,"The Rich Bake Bread Crumbs holds all your stuff together to help you get that perfect crunchy snack. These breadcrumbs can be used for stuffing the poultry, thickening the sews, topping the casseroles and much more. The Rich Bake breadcrumbs help you get that perfect crunchiness in your fried and baked foods.",,,,,,,,,,
22897,El Nile Baladi Bread - 300g,19.99  LE,,,Wadi El Nile,Wadi El Nile,in stock,"The Wadi El Nile Baladi Bread is a healthy ideal addition to your breakfast. It has a well-balanced sweet and salty taste that is perfect for making delicious sandwiches, toasts, grilled cheese and more. Along with its taste, this Wadi El Nile is also a rich source of high fiber, vitamin, and minerals that is essential for a healthy lifestyle.",,,,,,,,,,
22906,Rich Bake Milk Toast - 500g,55.99  LE,,,Rich bake,Rich bake,in stock,The Rich Bake Milk Toast has a delectable flavor that takes your breakfast to another level. This toast can be served toppings and spreads of different flavors. The distinctive taste of this Rich Bake milk toast is sure to suit people with different palates. It is also a good source of calcium and minerals that are essential to maintain a healthy lifestyle.,,,,,,,,,,
22907,Rich Bake Whole Wheat Toast - 500g,55.99  LE,,,Rich bake,Rich bake,in stock,"Make your morning more wholesome by adding the Rich Bake Whole Wheat Toast to your breakfast. It is an excellent source of iron, thiamine, niacin, calcium and vitamin B6, which are essential for maintaining a healthy lifestyle. This Rich Bake toast has a distinctive taste that elevates the overall flavor of the spread it is served with.",,,,,,,,,,
22908,Rich Bake Plain Toast - 500g,55.99  LE,,,Rich bake,Rich bake,in stock,The Rich Bake Plain Toast has a well-balanced taste and is the perfect base for various kinds of spreads and toppings. This toast has multiple proteins and minerals essential for your body. The scrumptious taste of this Rich Bake plain toast elevates the overall flavor of the spread or topping.,,,,,,,,,,
22909,Rich Bake Petit Pan 6Pc,28.99  LE,,,Rich bake,Rich bake,in stock,The Rich Bake Petite Pain is perfect for making finger foods. It has a mild flavor that elevates the overall taste of your snack. The small size of these petite pain allows you to make more quantity and create a beautiful platter while serving. It is a rich source of vitamins and proteins that keep you full for a longer period.,,,,,,,,,,
22910,Rich Bake Sesame Hamburger Bun - 60g,24.99  LE,,,Rich bake,Rich bake,in stock,"The Rich Bake Sesame Hamburger Bun is made using the best quality ingredients to deliver you with a dash of deliciousness and freshness. It is an excellent source of various proteins and minerals, making it an ideal addition to your breakfast. The mild flavor of this Rich Bake bun elevates the overall taste of your sandwich or toast.",,,,,,,,,,
22911,Rich Bake Breadcrumbs - 200 g,12.99  LE,,,Rich bake,Rich bake,in stock,Rich Bake Breadcrumbs - 200 g,,,,,,,,,,
22918,Rich Bake Black Seeds Toast - 170g,50  LE,,,Rich bake,Rich bake,in stock,"Make your breakfast more delightful and healthy by adding the Rich Bake Black Seeds Toast. The black seeds have a variety of health benefits like treating digestive conditions, congestion, allergies, cough and more. This Rich Bake toast tastes better with various spreads and toppings. Its distinctive taste encourages you to lead a healthy life without compromising the taste.",,,,,,,,,,
22919,Rich Bake Plain Crunchy Toast - 170g,50  LE,,,Rich bake,Rich bake,in stock,"Start your mornings with a dash of crunchiness with the Rich Bake Plain Toast. The well-balanced taste of this toast goes well with most spreads and toppings, making it an ideal addition to your breakfast table. This Rich Bake toast provides you with the perfect crunch to give a fulfilled experience. It has the goodness of various vitamins and proteins to promote a healthy lifestyle.",,,,,,,,,,
22920,Rich Bake Cumin Crunchy Toast - 170g,50  LE,,,Rich bake,Rich bake,in stock,The Rich Bake Cumin Crunchy Toast gives a piquant twist to your regular breakfast. The cumin seeds are a rich source of iron and various plant-based compounds that promote healthy digestion and help with various other ailments. This Rich Bake toast can be served with multiple savory spreads and toppings.,,,,,,,,,,
22921,Rich Bake Baladi Bread - 5Pc,15.99  LE,,,Rich bake,Rich bake,in stock,"Make your breakfast even more delectable and healthy with the Rich Bake Baladi Bread. The main ingredient of Baladi bread wheat that is an excellent source of high fiber, vitamins and minerals that has various health benefits. This Rich Bake bread has a perfect balance of sweet and salty flavor that elevates the overall taste of your food.",,,,,,,,,,
8270,Loacker Vanilla Wafer - 45g,57.5  LE,,,Loacker,Loacker,in stock,"Get the best of taste and flavor with the Loacker Vanilla Wafers. They have a delicious taste and is sure to please your palate. Featuring various vitamins, they keep you well-nourished. You can consume these snacks with tea or coffee.",,,,,,,,,,
8271,McVities Digestive Light Biscuit - 250g,46.99  LE,,,Mcvities,Mcvities,in stock,The McVitie&#039,,,https://metro-website-images.s3.eu-west-1.amazonaws.com/products/BV00089.jpg,https://www.metro-markets.com/product/McVities-Digestive-Light-Biscuit---250g/8271,,,,,,
8272,Loacker Quadratini Choc Wafer Cok - 125g,190.5  LE,,,Loacker,Loacker,in stock,Enhance your snacking experience with the Loacker Quadratini Chocolate Wafer Chocolate. This snack is rich in nutrients and vitamins to keep you fit and healthy. It has a classic taste to please your taste buds.,,,,,,,,,,
8273,Loacker QuadartiniHazelnuts Wafers125g,190.5  LE,,,Loacker,Loacker,in stock,Enjoy a sweet treat with the Loacker Quadratini Napolitaner Hazelnut Wafer Cookies. They have a sweet and delicious taste to satisfy your belly. They are rich in vitamins and nutrients to keep you healthy. You can consume them with hot chocolate or daily coffee.,,,,,,,,,,
8289,Loacker Milk Bite Size Wafers - 45g,57.5  LE,,,Loacker,Loacker,in stock,Snacking is a pleasurable experience with the Loacker Milk Bite Size Wafers. They have a sweet and delicious taste to satisfy your belly. They are rich in vitamins and nutrients to keep you healthy. You can consume them with hot chocolate or daily coffee.,,,,,,,,,,
8290,Loacker Napolitaner Crispy Wafer - 45g,57.5  LE,,,Loacker,Loacker,in stock,"Treat yourself to a delicious snacking experience with the Loacker Napolitaner Crispy Wafer. They have a delicious taste and is sure to please your palate. Featuring various vitamins, they keep you well-nourished. You can consume these snacks with your daily tea or coffee.",,,,,,,,,,
8291,McVities Digestive Wheat Biscuits - 400g,69.99  LE,,,Mcvities,Mcvities,in stock,"Bring a big smile to your loved one&#039;s face with the McVitie Digestive Wheat Biscuits. Both nutritious and tasty, it is sure to delight you with an abundance of flavor. Whether you&#039;re at the office, home, or out shopping, these biscuits are an ideal companion. These biscuits also complement tea, sandwiches, and salads.",,,,,,,,,,
8292,McVities Digestive Wheat Biscuits - 250g,46.99  LE,,,Mcvities,Mcvities,in stock,"Bring a big smile to your loved one&#039;s face with the McVitie Digestive Wheat Biscuits. Both nutritious and tasty, it is sure to delight you with an abundance of flavor. Whether you&#039;re at the office, home, or out shopping, these biscuits are an ideal companion. These biscuits also complement tea, sandwiches, and salads.",,,,,,,,,,
8298,Bahlsen Hit Cocoa Creme Biscuits - 220g,216.5  LE,,,Bahlsen,Bahlsen,in stock,"Bring a big smile to your loved one&#039;s face with the Bahlsen Hit Cocoa Creme Biscuits. Both nutritious and tasty, it is sure to delight you with an abundance of flavor. Whether you&#039;re at the office, home, or out shopping, these biscuits are an ideal companion.",,,,,,,,,,
8301,Loacker Gardena Chocolate Hazelnuts -38g,66.5  LE,,,Loacker,Loacker,in stock,The Loacker Gardena Chocolate and Hazelnut Wafers are a great addition to your daily diet. They feature a classic taste to satisfy your palate. You can consume this snack with any beverage like tea or coffee to enjoy the best food experience.,,,,,,,,,,
8303,Loacker Tortina Cookies - 21g,59.5  LE,,,Loacker,Loacker,in stock,The Loacker Tortina Cookies are the perfect addition to your tea snacks. They have a delicious taste to satisfy your palate. The cookies are rich in nutrients to keep you healthy. You can consume these cookies with your daily tea.,,,,,,,,,,
8310,Loacker Cocoa Cookies - 45g,57.5  LE,,,Loacker,Loacker,in stock,The Loacker Cocoa Cookies are a delicious treat for you. They have a delicious taste to satisfy your palate. The cookies are rich in nutrients to keep you healthy. You can consume these cookies with your daily tea.,,,,,,,,,,
10983,Dettol Original Anti-Bacterial Wipes10Pc,112.95  LE,,,Dettol,Dettol,in stock,The Dettol Original Anti-bacterial Wipes offer germ-free protection for following a clean and hygienic lifestyle. Its anti-bacterial quality helps eradicate infectious germs in a single swipe. The formula has zero alcohol so that the skin’s moisture is retained after being wiped.,,,,,,,,,,
11004,Dettol Fresh Skin Wipe -10Pc,112.95  LE,,,Dettol,Dettol,in stock,The Dettol Fresh Skin Wipes offer germ-free protection for your skin. Its anti-bacterial quality helps eradicate infectious germs in a single swipe. The formula has zero alcohol so that the skin’s moisture is retained after being wiped.,,,,,,,,,,
17074,Pampers Baby Wipes 64Wipes,104.95  LE,,,Pampers,Pampers,in stock,Pampers Baby Wipes 64Wipes,,,,,,,,,,
17088,Pampers Baby Wipes Sensitive 56Wipes,104.95  LE,,,Pampers,Pampers,in stock,Pampers Baby Wipes Sensitive 56Wipes,,,,,,,,,,
17106,Pampers Baby Wipes64P 3+1 Free,334.95  LE,,,Pampers,Pampers,in stock,Pampers Baby Wipes64P 3+1 Free,,,,,,,,,,
36841,White Baby Wipes -72 Tissues* 2Pc,123.95  LE,,,WHITE,WHITE,in stock,White Baby Wipes -72 Tissues* 2Pc,,,,,,,,,,
37817,White Baby Wipes - 20 Tissues,26.45  LE,,,WHITE,WHITE,in stock,White Baby Wipes - 20 Tissues,,,,,,,,,,
40751,Whitte Water Wipes- 50 Tissues,53.95  LE,,,WHITE,WHITE,in stock,Whitte Water Wipes- 50 Tissues,,,,,,,,,,
40752,White Wipes Wood & Laminate - 48Tissues,81.95  LE,,,WHITE,WHITE,in stock,White Wipes Wood &amp,,,https://www.metro-markets.com/product/White-Wipes-Wood-&-Laminate---48Tissues/40752,,,,,,,
42333,Dettol Wipes Original-10Pc 2+1 Free,209.95  LE,,,Dettol,Dettol,in stock,Dettol Wipes Original-10Pc 2+1 Free,,,,,,,,,,
43791,White Pocket with Fresh -10Pc,7.95  LE,,,WHITE,WHITE,in stock,White Pocket with Fresh -10Pc,,,,,,,,,,
10933,Zeina Classic Soft - 100 Tissues,14.95  LE,,,Zeina,Zeina,in stock,Improve your personal hygiene with the Zeina Classic Soft Tissue. The highly absorbent tissues clean wet skin without any hassle. It is composed of allergen-free materials and prevents rashes and itchy skin.,,,,,,,,,,
44098,Bader El-Din Kamar El-Din - 400g,66.99  LE,82.99 LE,19.3%,Pre pack,Pre pack,in stock,Bader El-Din Kamar El-Din - 400g,,,,,,,,,,
44100,Badr Elden Mango Kamar El Din- 400g,63.99  LE,79.99 LE,20%,Pre pack,Pre pack,in stock,Badr Elden Mango Kamar El Din- 400g,,,,,,,,,,
44187,Wafeer Kamar Al Din Extra-400g,72.99  LE,92.99 LE,21.5%,Pre pack,Pre pack,in stock,Wafeer Kamar Al Din Extra-400g,,,,,,,,,,
44102,Tamarind -300g,48.99  LE,61.99 LE,21%,Pre pack / Weight,Pre pack / Weight,in stock,Tamarind -300g,,,,,,,,,,
44101,Dried Figs -1Pc,129.99  LE,166.99 LE,22.2%,Pre pack / Weight,Pre pack / Weight,in stock,Dried Figs -1Pc,,,,,,,,,,
44105,Dry Turkish Fig -1Kg,500  LE,719.99 LE,30.6%,Pre pack / Weight,Pre pack / Weight,in stock,Dry Turkish Fig -1Kg,,,,,,,,,,
44103,Hazelnut Peeled -1Kg,1059.99  LE,,,Weight,Weight,in stock,Hazelnut Peeled -1Kg,,,,,,,,,,
44104,Hazelnut Roasted Turkish -1Kg,1229.99  LE,,,Weight,Weight,in stock,Hazelnut Roasted Turkish -1Kg,,,,,,,,,,
44106,Raisien Golden Irany -1Kg,234.99  LE,297.99 LE,21.1%,Weight,Weight,in stock,Raisien Golden Irany -1Kg,,,,,,,,,,
44190,Raisin Golden Extra -1Kg,180.99  LE,229.99 LE,21.3%,Weight,Weight,in stock,Raisin Golden Extra -1Kg,,,,,,,,,,
44107,Walnut Peeled (Ain Camel) -1Kg,739.99  LE,,,Weight,Weight,in stock,Walnut Peeled (Ain Camel) -1Kg,,,,,,,,,,
44108,Pistachio Non-Peeled Salted -1Kg,924.99  LE,,,Weight,Weight,in stock,Pistachio Non-Peeled Salted -1Kg,,,,,,,,,,
3722,Metro Plain Fava Beans 400g,21.75  LE,,,Metro Private,Metro Private,in stock,Metro Plain Fava Beans 400g,,,,,,,,,,
689,Parsley - 100g,9.99  LE,,,Prepacked,Prepacked,in stock,"The Prepacked Parsley makes for an ideal addition to your nutritious diet. It contains antioxidants that reduce the risk of developing chronic diseases like cancer. Its vitamin K content ensures optimal bone health while lutein and zeaxanthin reduce the risk of age-related macular degeneration. With its low-calorie and nutrient-dense content, this vegetable allows you to maintain a healthy weight.",,,,,,,,,,
691,Fresh Coriander - 100g,9.99  LE,,,Prepacked,Prepacked,in stock,"The Prepacked Fresh Coriander not only enhances the spice quotient of your food but also provides many health benefits. It has vitamin A that protects against lung and cavity cancers while antioxidants prevent eye diseases. With the help of vitamin K and iron, it effectively treats Alzheimer&#039;s disease and prevents anemia. The Prepacked Fresh Coriander not only enhances the spice quotient of your food but also provides many health benefits. It has vitamin A that protects against lung and cavity cancers while antioxidants prevent eye diseases. With the help of vitamin K and iron, it effectively treats Alzheimer&#039;s disease and prevents anemia.",,,,,,,,,,
7818,Metro Cumin Shaker - 75g,86.99  LE,,,Metro Private,Metro Private,in stock,Enhance the taste of your daily food with the Metro Cumin Shaker. It has a rich taste to make food more flavorsome. This powder is rich in anti-oxidants and minerals to enhance your nourishment.,,,,,,,,,,
26639,Metro Garlic Paste 200g,43.99  LE,,,Metro Private,Metro Private,in stock,Metro Garlic Paste 200g,,,,,,,,,,
24631,Givrex Frozen Chopped Spinach - 400g,24.99  LE,,,Givrex,Givrex,in stock,The Givrex Frozen Chopped Spinach makes cooking more convenient and easy. All the inner contents are clean and hygienic to ensure the maximum safety of the consumer. It is a perfect pick for those who live a busy life and do not have time for more elaborate cooking.,,,,,,,,,,
2,خوخ مستورد 1ك,409.99 جنية,,,weighted /Pcs.,weighted /Pcs.,in stock,Imported Peaches-1Kg,,,,,,,,,,
8,فراولة 1 ك,127.99 جنية,,,weighted /Pcs.,weighted /Pcs.,in stock,"Fresh Strawberry Pack contains bright red, juicy and sweet strawberries. They are an excellent source of vitamin C and manganese, as well as a good source of vitamin B9 and potassium. Strawberries are also a rich source of antioxidants. Usually consumed raw and fresh, these strawberries can also be used in a variety of jams, jellies and desserts.",,,,,,,,,,
